S.no,BR.,Bus No,Route No.,Place,Type,Arr. Time,Dep. Time,To,From,Via
1368,TPK,58N2056,10J,A,EXP,10.45,11,AIRPORT,ARA,PBS
1369,TPK,58N2056,10J,A,EXP,12.3,12.5,AIRPORT,ARA,PBS
1370,TPK,58N2056,10J,A,EXP,15.35,15.4,AIRPORT,ARA,PBS
1371,TPK,58N2056,10J,A,EXP,17.1,17.15,AIRPORT,ARA,PBS
1372,PON,58N1811,4AA,C,SLF,0,5,ANUPPANADI,ARA,PBS
1373,PON,58N1811,4AA,C,SLF,6.05,6.1,ANUPPANADI,ARA,PBS
1374,PON,58N1811,4AA,C,SLF,10.25,10.4,ANUPPANADI,ARA,PBS
1375,PON,58N1811,4AA,C,SLF,11.55,12,ANUPPANADI,ARA,PBS
1376,PON,58N1811,4AA,C,SLF,15.35,15.45,ANUPPANADI,ARA,PBS
1377,PON,58N1811,4AA,C,SLF,19.55,20.05,ANUPPANADI,ARA,PBS
1378,PON,58N1811,4AA,C,SLF,21.35,21.4,ANUPPANADI,ARA,PBS
1379,TPK,58N1356,10AA,A,ORD,11,11.2,AVANIAPURAM,ARA,PBS
1380,TPK,58N1356,10AA,A,ORD,12.3,12.4,AVANIAPURAM,ARA,PBS
1381,TPK,58N1356,10AA,A,ORD,15.1,15.3,AVANIAPURAM,ARA,PBS
1382,TPK,58N1356,10AA,A,ORD,19.25,19.4,AVANIAPURAM,ARA,PBS
1383,TPK,58N1356,10AA,A,ORD,20.5,21,AVANIAPURAM,ARA,PBS
1384,TPK,58N2067,10AA,C,EXP,10.4,10.45,AVANIAPURAM,ARA,PBS
1385,TPK,58N2067,10AA,C,EXP,11.5,12,AVANIAPURAM,ARA,PBS
1386,TPK,58N2067,10AA,C,EXP,13.1,13.2,AVANIAPURAM,ARA,PBS
1387,TPK,58N2067,10AA,C,EXP,19.45,19.55,AVANIAPURAM,ARA,PBS
1388,TPK,58N2067,10AA,C,EXP,21.05,21.15,AVANIAPURAM,ARA,PBS
1389,TPK,58N1356,10PA,A,ORD,16.4,16.5,D.KARISALKULAM,ARA,PBS
1390,PON,58N1801,17X,Q,SLF,12.55,13,FATIMA,ARA,PBS
1391,BCB,58N1697,23UA,A,SLF,5.4,5.42,KANNANENDAL,ARA,PBS
1392,BCB,58N1715,32,A,SLF,5.25,5.3,LADANENDHAL,ARA,PBS
1393,PON,58N1809,77BA,C,SLF,10.2,10.25,M.G.R.BUSSTAND,ARA,PBS
1394,PON,58N1809,77BA,C,SLF,14.4,14.45,M.G.R.BUSSTAND,ARA,PBS
1395,PON,58N1809,77BA,C,SLF,19.15,19.2,M.G.R.BUSSTAND,ARA,PBS
1396,PON,58N1702,32FMX,E,SLF,6.5,7,MELA,ARA,PBS
1397,PON,58N1702,32FMX,E,SLF,15.3,15.35,MELA,ARA,PBS
1398,PON,58N1751,4AH,C,SLF,0,5.3,MELA,ARA,PBS
1399,PON,58N1751,4AH,C,SLF,6.55,7.1,MELA,ARA,PBS
1400,PON,58N1751,4AH,C,SLF,8.35,8.4,MELA,ARA,PBS
1401,PON,58N1751,4AH,C,SLF,10.1,10.15,MELA,ARA,PBS
1402,PON,58N1751,4AH,C,SLF,11.5,12,MELA,ARA,PBS
1403,PON,58N1751,4AH,C,SLF,14.1,14.15,MELA,ARA,PBS
1404,PON,58N1751,4AH,C,SLF,15.4,15.55,MELA,ARA,PBS
1405,PON,58N1751,4AH,C,SLF,17.2,17.25,MELA,ARA,PBS
1406,PON,58N1751,4AH,C,SLF,19,19.15,MELA,ARA,PBS
1407,PON,58N1751,4AH,C,SLF,20.45,21,MELA,ARA,PBS
1408,TPK,58N1356,10BA,A,ORD,6.5,7.05,PARAMBUPATTI,ARA,PBS
1409,CNI,58N0990,7/,A,EXP,11.1,11.15,PBS,ARA,PBS
1410,CNI,58N0990,7/,A,EXP,19.3,19.45,PBS,ARA,PBS
1411,TPM,58N1098,7/,A,LSS,10,10.15,PBS,ARA,PBS
1412,TPM,58N1279,4B,B,EXP,18.2,18.25,PBS,ARA,PBS
1413,PON,58N1321,7/,A,EXP,18,18.05,PBS,ARA,PBS
1414,MCB,58N1339,7/,A,EXP,11.3,11.4,PBS,ARA,PBS
1415,BCB,58N1347,7/,A,EXP,18.55,19.1,PBS,ARA,PBS
1416,ENR,58N1352,7/,A,EXP,11.4,11.45,PBS,ARA,PBS
1417,ENR,58N1352,7/,A,EXP,19.55,20,PBS,ARA,PBS
1418,BCB,58N1359,7/,B,EXP,11.1,11.2,PBS,ARA,PBS
1419,TPK,58N1370,7/,A,EXP,13.55,15.35,PBS,ARA,PBS
1420,ENR,58N1380,7/,C,EXP,16.2,16.3,PBS,ARA,PBS
1421,ENR,58N1380,7/,C,EXP,18.5,18.55,PBS,ARA,PBS
1422,PDR,58N1389,7/,B,EXP,20.45,20.5,PBS,ARA,PBS
1423,TPK,58N1392,7/,A,EXP,14.5,15,PBS,ARA,PBS
1424,TPK,58N1400,7/,C,EXP,13,13.05,PBS,ARA,PBS
1425,BCB,58N1417,7/,J,EXP,5.25,5.35,PBS,ARA,PBS
1426,BCB,58N1417,7/,J,EXP,6,6.1,PBS,ARA,PBS
1427,BCB,58N1424,7/,A,EXP,14.5,14.55,PBS,ARA,PBS
1428,BCB,58N1424,7/,A,EXP,15.2,15.25,PBS,ARA,PBS
1429,MCB,58N1426,7/,A,EXP,0,8.05,PBS,ARA,PBS
1430,MCB,58N1426,7/,A,EXP,8.05,9.3,PBS,ARA,PBS
1431,MCB,58N1426,7/,A,EXP,10.05,10.1,PBS,ARA,PBS
1432,MCB,58N1426,7/,A,EXP,17.45,17.5,PBS,ARA,PBS
1433,MCB,58N1444,7/,A,SLF,9.4,9.5,PBS,ARA,PBS
1434,ENR,58N1450,7/,B,SLF,6,6.05,PBS,ARA,PBS
1435,ENR,58N1467,7/,A,SLF,11.45,11.5,PBS,ARA,PBS
1436,USI,58N1584,7/,D,SLF,6.5,21.48,PBS,ARA,PBS
1437,MCB,58N1603,7/,A,SLF,16.3,16.35,PBS,ARA,PBS
1438,MCB,58N1603,7/,A,SLF,17.05,18.3,PBS,ARA,PBS
1439,MCB,58N1603,7/,A,SLF,18.55,19,PBS,ARA,PBS
1440,MCB,58N1603,7/,A,SLF,22.05,22.1,PBS,ARA,PBS
1441,USI,58N1634,7/,F,SLF,5.45,21.5,PBS,ARA,PBS
1442,PON,58N1688,7/,B,SLF,19,19.05,PBS,ARA,PBS
1443,PON,58N1702,7/,E,SLF,22.2,22.25,PBS,ARA,PBS
1444,PON,58N1708,7/,I,SLF,5.33,22.32,PBS,ARA,PBS
1445,BCB,58N1715,7/,A,SLF,22.1,22.15,PBS,ARA,PBS
1446,PON,58N1751,7/,C,SLF,13.35,13.4,PBS,ARA,PBS
1447,BCB,58N1757,7/,F,SLF,15.25,15.3,PBS,ARA,PBS
1448,BCB,58N1757,7/,F,SLF,15.55,16,PBS,ARA,PBS
1449,BCB,58N1757,7/,F,SLF,16,18.1,PBS,ARA,PBS
1450,BCB,58N1771,7/,B,SLF,6,6.03,PBS,ARA,PBS
1451,BCB,58N1771,7/,B,SLF,6.25,6.3,PBS,ARA,PBS
1452,PON,58N1792,7/,D,SLF,15.55,16.1,PBS,ARA,PBS
1453,PON,58N1801,7/,Q,SLF,14.25,17.15,PBS,ARA,PBS
1454,BCB,58N1803,7/,F,SLF,21.55,22,PBS,ARA,PBS
1455,BCB,58N1805,7/,A,SLF,11.3,11.4,PBS,ARA,PBS
1456,PON,58N1809,7/,C,SLF,14.45,16,PBS,ARA,PBS
1457,CNI,58N1837,7/,A,EXP,19.15,19.2,PBS,ARA,PBS
1458,CNI,58N1895,7/,A,EXP,13.15,13.2,PBS,ARA,PBS
1459,TPM,58N1928,7/,D,LSS,12.4,12.5,PBS,ARA,PBS
1460,TPM,58N1928,7/,D,LSS,22.1,22.2,PBS,ARA,PBS
1461,TPM,58N1953,7/,A,LSS,10.4,10.5,PBS,ARA,PBS
1462,PON,58N2027,7/,C,EXP,19,19.05,PBS,ARA,PBS
1463,ENR,58N2038,7/,B,EXP,6.05,6.1,PBS,ARA,PBS
1464,ENR,58N2038,7/,B,EXP,17.35,17.4,PBS,ARA,PBS
1465,PON,58N2048,7/,G,EXP,16.2,16.25,PBS,ARA,PBS
1466,TPK,58N2062,7/,A,ORD,17,17.05,PBS,ARA,PBS
1467,TPK,58N2062,7/,A,ORD,18.35,18.4,PBS,ARA,PBS
1468,ENR,58N2200,7/,A,EXP,22.15,22.25,PBS,ARA,PBS
1469,PON,58N2217,7/,A,SLF,10.35,10.45,PBS,ARA,PBS
1470,PON,58N2217,7/,A,SLF,19.35,19.4,PBS,ARA,PBS
1471,TPK,58N1356,10E,A,ORD,8.35,8.4,SERMA.VASAN,ARA,PBS
1472,TPK,58N1370,22J,A,EXP,12.15,12.25,THIRUNAGAR,ARA,PBS
1473,TPK,58N1370,22J,A,EXP,13.5,13.55,THIRUNAGAR,ARA,PBS
1474,BCB,58N1783,23GA,B,SLF,5.4,5.45,THIRUPPALAI,ARA,PBS
1475,BCB,58N1783,23GA,B,SLF,14.25,14.55,THIRUPPALAI,ARA,PBS
1476,BCB,58N1757,4HA,F,SLF,10.15,10.3,VANDIYUR,ARA,PBS
1477,BCB,58N1715,4VHX,A,SLF,15.1,15.3,VELAMMAL,ARA,PBS
1478,PON,58N1702,4,E,SLF,5.2,5.25,VIRAHANUR,ARA,PBS
1479,PON,58N1702,4,E,SLF,10,10.2,VIRAHANUR,ARA,PBS
1480,PON,58N1702,4,E,SLF,12.1,12.15,VIRAHANUR,ARA,PBS
1481,PON,58N1702,4,E,SLF,13.5,13.55,VIRAHANUR,ARA,PBS
1482,PON,58N1702,4,E,SLF,18.4,19.15,VIRAHANUR,ARA,PBS
1483,PON,58N1702,4,E,SLF,20.5,20.55,VIRAHANUR,ARA,PBS
1484,BCB,58N1715,4,A,SLF,13.1,13.4,VIRAHANUR,ARA,PBS
1485,BCB,58N1729,4,C,SLF,8.45,8.55,VIRAHANUR,ARA,PBS
1486,BCB,58N1729,4,C,SLF,10.3,10.45,VIRAHANUR,ARA,PBS
1487,BCB,58N1729,4,C,SLF,12.2,12.25,VIRAHANUR,ARA,PBS
1488,BCB,58N1729,4,C,SLF,14,14.05,VIRAHANUR,ARA,PBS
1489,BCB,58N1729,4,C,SLF,15.4,15.55,VIRAHANUR,ARA,PBS
1490,BCB,58N1729,4,C,SLF,21,21.1,VIRAHANUR,ARA,PBS
1491,BCB,58N1771,4,B,SLF,9.15,9.2,VIRAHANUR,ARA,PBS
1492,BCB,58N1771,4,B,SLF,11.1,11.1,VIRAHANUR,ARA,PBS
1493,BCB,58N1771,4,B,SLF,12.45,12.5,VIRAHANUR,ARA,PBS
1494,BCB,58N1771,4,B,SLF,14.25,14.3,VIRAHANUR,ARA,PBS
1495,BCB,58N1771,4,B,SLF,16.05,16.2,VIRAHANUR,ARA,PBS
1496,BCB,58N1771,4,B,SLF,17.55,18,VIRAHANUR,ARA,PBS
1497,BCB,58N1771,4,B,SLF,19.35,19.4,VIRAHANUR,ARA,PBS
1498,BCB,58N1771,4,B,SLF,21.15,21.3,VIRAHANUR,ARA,PBS
1499,PON,58N1792,4,D,SLF,9.05,9.1,VIRAHANUR,ARA,PBS
1500,PON,58N1792,4,D,SLF,10.45,11,VIRAHANUR,ARA,PBS
1501,PON,58N1792,4,D,SLF,12.35,12.4,VIRAHANUR,ARA,PBS
1502,PON,58N1792,4,D,SLF,14.15,14.2,VIRAHANUR,ARA,PBS
1503,PON,58N1792,4,D,SLF,21,21.2,VIRAHANUR,ARA,PBS
1504,BCB,58N1803,4,F,SLF,13.25,13.3,VIRAHANUR,ARA,PBS
1505,BCB,58N1803,4,F,SLF,15.05,15.2,VIRAHANUR,ARA,PBS
1506,BCB,58N1803,4,F,SLF,20.15,20.3,VIRAHANUR,ARA,PBS
1507,PON,58N2048,4,G,EXP,13.35,14.45,VIRAHANUR,ARA,PBS
1508,PON,58N2048,4,G,EXP,19.45,19.55,VIRAHANUR,ARA,PBS
1509,PON,58N2048,4,G,EXP,21.3,21.4,VIRAHANUR,ARA,PBS
1510,C2,58N1301,21BB,A,EXP,6.1,6.56,ABS,VADIVELKARAI,PBS&CHECKANURANI 
1511,C2,58N1301,21BB,A,EXP,17.12,18,ABS,VADIVELKARAI,PBS&CHECKANURANI 
1512,C2,58N1694,21R,A,SLF,7.3,8.45,ANUPPANADI,KAZHUNGUPATTI,PBS&CHECKANURANI 
1513,C2,58N1694,21P,A,SLF,10.05,11.1,ANUPPANADI,M.K.UNIVERSITY,PBS&CHECKANURANI 
1514,C2,58N1694,21P,A,SLF,15.3,16.35,ANUPPANADI,M.K.UNIVERSITY,PBS&CHECKANURANI 
1515,C2,58N1694,21P,A,SLF,17.5,18.55,ANUPPANADI,M.K.UNIVERSITY,PBS&CHECKANURANI 
1516,T5,58N1949,27,A,EXP,10.4,11.4,CHECKANURANI,INTEGRATED B.S.,PBS&CHECKANURANI 
1517,C4,58N1649,55M,A,SLF,4.25,5.35,CHELLAMPATTI,INTEGRATED B.S.,PBS&CHECKANURANI 
1518,C4,58N1649,55M,A,SLF,7,8.2,CHELLAMPATTI,INTEGRATED B.S.,PBS&CHECKANURANI 
1519,C4,58N1649,55M,A,SLF,10,11.2,CHELLAMPATTI,INTEGRATED B.S.,PBS&CHECKANURANI 
1520,C4,58N1649,55M,A,SLF,13.15,14.35,CHELLAMPATTI,INTEGRATED B.S.,PBS&CHECKANURANI 
1521,C4,58N1649,55M,A,SLF,16.05,17.25,CHELLAMPATTI,INTEGRATED B.S.,PBS&CHECKANURANI 
1522,C4,58N1649,55M,A,SLF,19.05,20.25,CHELLAMPATTI,INTEGRATED B.S.,PBS&CHECKANURANI 
1523,T5,58N1949,27,A,EXP,14,15,INTEGRATED B.S.,CHECKANURANI,PBS&CHECKANURANI 
1524,C4,58N1649,55M,A,SLF,5.4,6.5,INTEGRATED B.S.,CHELLAMPATTI,PBS&CHECKANURANI 
1525,C4,58N1649,55M,A,SLF,8.3,9.5,INTEGRATED B.S.,CHELLAMPATTI,PBS&CHECKANURANI 
1526,C4,58N1649,55M,A,SLF,11.25,12.35,INTEGRATED B.S.,CHELLAMPATTI,PBS&CHECKANURANI 
1527,C4,58N1649,55M,A,SLF,14.4,16,INTEGRATED B.S.,CHELLAMPATTI,PBS&CHECKANURANI 
1528,C4,58N1649,55M,A,SLF,17.3,18.5,INTEGRATED B.S.,CHELLAMPATTI,PBS&CHECKANURANI 
1529,C4,58N1649,55M,A,SLF,20.3,21.4,INTEGRATED B.S.,CHELLAMPATTI,PBS&CHECKANURANI 
1530,C3,58N1464,21CC,A,SLF,5.55,6.45,INTEGRATED B.S.,KEELAKUILKUDI,PBS&CHECKANURANI 
1531,T5,58N0866,21AA,A,EXP,9.1,10.05,INTEGRATED B.S.,NGO COLONY,PBS&CHECKANURANI 
1532,C4,58N1544,21EM,F,SLF,8.15,9.2,INTEGRATED B.S.,VELLAIPARAIPATT,PBS&CHECKANURANI 
1533,C4,58N1544,21EM,F,SLF,17.25,18.3,INTEGRATED B.S.,VELLAIPARAIPATT,PBS&CHECKANURANI 
1534,C4,58N0966,21M,A,SLF,9.05,10,INTEGRATED B.S.,VIRATTIPATHU,PBS&CHECKANURANI 
1535,C2,58N1694,21R,A,SLF,19,20.25,KAZHUNGUPATTI,ANUPPANADI,PBS&CHECKANURANI 
1536,C3,58N1464,21CC,A,SLF,18,18.55,KEELAKUILKUDI,INTEGRATED B.S.,PBS&CHECKANURANI 
1537,C2,58N1694,21P,A,SLF,9,10,M.K.UNIVERSITY,ANUPPANADI,PBS&CHECKANURANI 
1538,C2,58N1694,21P,A,SLF,11.3,12.35,M.K.UNIVERSITY,ANUPPANADI,PBS&CHECKANURANI 
1539,C2,58N1694,21P,A,SLF,16.4,17.45,M.K.UNIVERSITY,ANUPPANADI,PBS&CHECKANURANI 
1540,C2,58N1676,23V,A,EXP,8.15,8.55,PBS,AYYANARPURAM,PBS&CHECKANURANI 
1541,C2,58N1676,23O,A,EXP,17.1,18.25,PBS,PALAMEDU,PBS&CHECKANURANI 
1542,C4,58N0966,21J,A,SLF,11.25,12.25,PUDUKULAM,INTEGRATED B.S.,PBS&CHECKANURANI 
1543,C4,58N0966,21J,A,SLF,19.2,20.2,PUDUKULAM,INTEGRATED B.S.,PBS&CHECKANURANI 
1544,C2,58N1757,21J,F,SLF,6.3,7.2,PUDUKULAM,INTEGRATED B.S.,PBS&CHECKANURANI 
1545,C2,58N1301,21BB,A,EXP,7.2,8.08,VADIVELKARAI,ABS,PBS&CHECKANURANI 
1546,C2,58N1301,21BB,A,EXP,18.05,18.53,VADIVELKARAI,ABS,PBS&CHECKANURANI 
1547,C4,58N1544,21EM,F,SLF,7.05,8.1,VELLAIPARAIPATT,INTEGRATED B.S.,PBS&CHECKANURANI 
1548,C4,58N1544,21EM,F,SLF,16.15,17.2,VELLAIPARAIPATT,INTEGRATED B.S.,PBS&CHECKANURANI 
1549,C4,58N0966,21M,A,SLF,16.1,17,VIRATTIPATHU,INTEGRATED B.S.,PBS&CHECKANURANI 
1550,C2,58N1788,21V,A,SLF,10.45,11.25,VIRATTIPATHU,VIRAHANUR RINGR,PBS&CHECKANURANI 
1551,T1,NS,4,N10L,SLF,3.15,3.25,MCB,TRANSPORT,PBSNS
1552,T1,NS,4,N10L,SLF,23.4,23.55,MCB,TRANSPORT,PBSNS
1553,T1,NS,4,N7/,SLF,4.3,4.35,MCB,ARAPPALAYAM,PBSNS
1554,T1,NS,2,N7/,SLF,0,22.15,MCB,ARAPPALAYAM,PBSNS
1555,T1,NS,3,N7/,SLF,0,23,MCB,ARAPPALAYAM,PBSNS
1556,C5,NS,1,N7,SLF,22.45,22.5,TPK,ARAPPALAYAM,PBSNS
1557,PON,NS,6,N4C,SLF,0,22.2,INTEGRATED,ARA,PNS
1558,PON,NS,6,N4C,SLF,24,0.05,INTEGRATED,ARA,PNS
1559,PON,NS,6,N4C,SLF,1.45,1.5,INTEGRATED,ARA,PNS
1560,PON,NS,6,N4C,SLF,3.3,3.35,INTEGRATED,ARA,PNS
1561,BCB,NS,2,N4C,SLF,0,22.35,INTEGRATED,ARA,PNS
1562,BCB,NS,2,N4C,SLF,0.15,0.2,INTEGRATED,ARA,PNS
1563,BCB,NS,2,N4C,SLF,2,2.05,INTEGRATED,ARA,PNS
1564,BCB,NS,2,N4C,SLF,3.45,3.5,INTEGRATED,ARA,PNS
1565,BCB,NS,4,N4C,SLF,0,22.05,INTEGRATED,ARA,PNS
1566,BCB,NS,4,N4C,SLF,23.45,23.5,INTEGRATED,ARA,PNS
1567,BCB,NS,4,N4C,SLF,1.3,1.35,INTEGRATED,ARA,PNS
1568,BCB,NS,4,N4C,SLF,3.15,3.2,INTEGRATED,ARA,PNS
1569,MCB,NS,3,N4C,SLF,23.1,23.2,INTEGRATED,ARA,PNS
1570,MCB,NS,3,N4C,SLF,1,1.05,INTEGRATED,ARA,PNS
1571,MCB,NS,3,N4C,SLF,2.45,2.5,INTEGRATED,ARA,PNS
1572,MCB,NS,3,N4C,SLF,4.3,4.35,INTEGRATED,ARA,PNS
1573,ENR,NS,2,N4C,SLF,0,23.1,INTEGRATED,ARA,PNS
1574,ENR,NS,2,N4C,SLF,0.4,0.5,INTEGRATED,ARA,PNS
1575,ENR,NS,2,N4C,SLF,2.25,2.35,INTEGRATED,ARA,PNS
1576,ENR,NS,2,N4C,SLF,4.1,4.2,INTEGRATED,ARA,PNS
1577,PDR,NS,6,N4C,SLF,23.3,23.35,INTEGRATED,ARA,PNS
1578,PDR,NS,6,N4C,SLF,1.15,1.2,INTEGRATED,ARA,PNS
1579,PDR,NS,6,N4C,SLF,3,3.05,INTEGRATED,ARA,PNS
1580,PDR,NS,7,N4C,SLF,23,23.05,INTEGRATED,ARA,PNS
1581,PDR,NS,7,N4C,SLF,0.45,0.5,INTEGRATED,ARA,PNS
1582,PDR,NS,7,N4C,SLF,2.3,2.35,INTEGRATED,ARA,PNS
1583,PDR,NS,7,N4C,SLF,4.15,4.2,INTEGRATED,ARA,PNS
1584,PON,NS,1,N77B,SLF,0,22.3,INTEGRATED,ARA,PNS
1585,PON,NS,1,N77B,SLF,23.25,23.3,INTEGRATED,ARA,PNS
1586,PON,NS,1,N77B,SLF,0.25,0.3,INTEGRATED,ARA,PNS
1587,PON,NS,1,N77B,SLF,1.25,1.3,INTEGRATED,ARA,PNS
1588,PON,NS,1,N77B,SLF,2.25,2.3,INTEGRATED,ARA,PNS
1589,PON,NS,1,N77B,SLF,3.25,3.3,INTEGRATED,ARA,PNS
1590,PON,NS,1,N77B,SLF,4.25,4.3,INTEGRATED,ARA,PNS
1591,PON,NS,7,N77B,SLF,0,22,INTEGRATED,ARA,PNS
1592,PON,NS,7,N77B,SLF,22.55,23,INTEGRATED,ARA,PNS
1593,PON,NS,7,N77B,SLF,23.55,0,INTEGRATED,ARA,PNS
1594,PON,NS,7,N77B,SLF,0.55,1,INTEGRATED,ARA,PNS
1595,PON,NS,7,N77B,SLF,1.55,2,INTEGRATED,ARA,PNS
1596,PON,NS,7,N77B,SLF,2.55,3,INTEGRATED,ARA,PNS
1597,PON,NS,7,N77B,SLF,3.55,4,INTEGRATED,ARA,PNS
1598,BCB,NS,1,N77B,SLF,0,22.05,INTEGRATED,ARA,PNS
1599,BCB,NS,1,N77B,SLF,23,23.05,INTEGRATED,ARA,PNS
1600,BCB,NS,1,N77B,SLF,24,0.5,INTEGRATED,ARA,PNS
1601,BCB,NS,1,N77B,SLF,1,1.05,INTEGRATED,ARA,PNS
1602,BCB,NS,1,N77B,SLF,2,2.05,INTEGRATED,ARA,PNS
1603,BCB,NS,1,N77B,SLF,3,3.05,INTEGRATED,ARA,PNS
1604,BCB,NS,1,N77B,SLF,4,4.05,INTEGRATED,ARA,PNS
1605,BCB,NS,3,N77B,SLF,0,22.35,INTEGRATED,ARA,PNS
1606,BCB,NS,3,N77B,SLF,23.3,23.35,INTEGRATED,ARA,PNS
1607,BCB,NS,3,N77B,SLF,0.3,0.35,INTEGRATED,ARA,PNS
1608,BCB,NS,3,N77B,SLF,1.3,1.35,INTEGRATED,ARA,PNS
1609,BCB,NS,3,N77B,SLF,2.3,2.35,INTEGRATED,ARA,PNS
1610,BCB,NS,3,N77B,SLF,3.3,3.35,INTEGRATED,ARA,PNS
1611,BCB,NS,3,N77B,SLF,4.3,4.35,INTEGRATED,ARA,PNS
1612,ENR,NS,1,N77B,SLF,0,22.1,INTEGRATED,ARA,PNS
1613,ENR,NS,1,N77B,SLF,23.05,23.1,INTEGRATED,ARA,PNS
1614,ENR,NS,1,N77B,SLF,0.05,0.1,INTEGRATED,ARA,PNS
1615,ENR,NS,1,N77B,SLF,1.05,1.1,INTEGRATED,ARA,PNS
1616,ENR,NS,1,N77B,SLF,2.05,2.1,INTEGRATED,ARA,PNS
1617,ENR,NS,1,N77B,SLF,3.05,3.1,INTEGRATED,ARA,PNS
1618,ENR,NS,1,N77B,SLF,4.05,4.1,INTEGRATED,ARA,PNS
1619,ENR,NS,6,N77B,SLF,0,22.2,INTEGRATED,ARA,PNS
1620,ENR,NS,6,N77B,SLF,23.15,23.2,INTEGRATED,ARA,PNS
1621,ENR,NS,6,N77B,SLF,0.15,0.2,INTEGRATED,ARA,PNS
1622,ENR,NS,6,N77B,SLF,1.15,1.2,INTEGRATED,ARA,PNS
1623,ENR,NS,6,N77B,SLF,2.15,2.2,INTEGRATED,ARA,PNS
1624,ENR,NS,6,N77B,SLF,3.15,3.2,INTEGRATED,ARA,PNS
1625,ENR,NS,6,N77B,SLF,4.15,4.2,INTEGRATED,ARA,PNS
1626,PDR,NS,2,N77B,SLF,23.2,23.25,INTEGRATED,ARA,PNS
1627,PDR,NS,2,N77B,SLF,0.2,0.25,INTEGRATED,ARA,PNS
1628,PDR,NS,2,N77B,SLF,1.2,1.25,INTEGRATED,ARA,PNS
1629,PDR,NS,2,N77B,SLF,2.2,2.25,INTEGRATED,ARA,PNS
1630,PDR,NS,2,N77B,SLF,3.2,3.25,INTEGRATED,ARA,PNS
1631,PDR,NS,2,N77B,SLF,4.2,4.25,INTEGRATED,ARA,PNS
1632,PDR,NS,2,N77B,SLF,5.2,5.25,INTEGRATED,ARA,PNS
1633,PDR,NS,3,N77B,SLF,22.4,22.45,INTEGRATED,ARA,PNS
1634,PDR,NS,3,N77B,SLF,23.4,23.45,INTEGRATED,ARA,PNS
1635,PDR,NS,3,N77B,SLF,0.4,0.45,INTEGRATED,ARA,PNS
1636,PDR,NS,3,N77B,SLF,1.4,1.45,INTEGRATED,ARA,PNS
1637,PDR,NS,3,N77B,SLF,2.4,2.45,INTEGRATED,ARA,PNS
1638,PDR,NS,3,N77B,SLF,3.4,3.45,INTEGRATED,ARA,PNS
1639,PDR,NS,3,N77B,SLF,4.4,4.45,INTEGRATED,ARA,PNS
1640,PDR,NS,4,N77B,SLF,22.5,22.55,INTEGRATED,ARA,PNS
1641,PDR,NS,4,N77B,SLF,23.5,23.55,INTEGRATED,ARA,PNS
1642,PDR,NS,4,N77B,SLF,0.5,0.55,INTEGRATED,ARA,PNS
1643,PDR,NS,4,N77B,SLF,1.5,1.55,INTEGRATED,ARA,PNS
1644,PDR,NS,4,N77B,SLF,2.5,2.55,INTEGRATED,ARA,PNS
1645,PDR,NS,4,N77B,SLF,3.5,3.55,INTEGRATED,ARA,PNS
1646,PDR,NS,4,N77B,SLF,4.5,4.55,INTEGRATED,ARA,PNS
1647,TPK,NS,2,N77B,SLF,22.45,22.5,INTEGRATED,ARA,PNS
1648,TPK,NS,2,N77B,SLF,23.45,23.5,INTEGRATED,ARA,PNS
1649,TPK,NS,2,N77B,SLF,0.45,0.5,INTEGRATED,ARA,PNS
1650,TPK,NS,2,N77B,SLF,1.45,1.5,INTEGRATED,ARA,PNS
1651,TPK,NS,2,N77B,SLF,2.45,2.5,INTEGRATED,ARA,PNS
1652,TPK,NS,2,N77B,SLF,3.45,3.5,INTEGRATED,ARA,PNS
1653,BCB,NS,5,N77BA,SLF,0,22,INTEGRATED,ARA,PNS
1654,BCB,NS,5,N77BA,SLF,22.55,23,INTEGRATED,ARA,PNS
1655,BCB,NS,5,N77BA,SLF,23.55,24,INTEGRATED,ARA,PNS
1656,BCB,NS,5,N77BA,SLF,0.55,1,INTEGRATED,ARA,PNS
1657,BCB,NS,5,N77BA,SLF,1.55,2.15,INTEGRATED,ARA,PNS
1658,BCB,NS,5,N77BA,SLF,3.1,3.15,INTEGRATED,ARA,PNS
1659,BCB,NS,5,N77BA,SLF,4.1,4.15,INTEGRATED,ARA,PNS
1660,ENR,NS,4,N77BA,SLF,0,22.45,INTEGRATED,ARA,PNS
1661,ENR,NS,4,N77BA,SLF,23.4,23.45,INTEGRATED,ARA,PNS
1662,ENR,NS,4,N77BA,SLF,0.4,0.45,INTEGRATED,ARA,PNS
1663,ENR,NS,4,N77BA,SLF,1.4,1.45,INTEGRATED,ARA,PNS
1664,ENR,NS,4,N77BA,SLF,2.4,3,INTEGRATED,ARA,PNS
1665,ENR,NS,4,N77BA,SLF,3.55,4,INTEGRATED,ARA,PNS
1666,ENR,NS,4,N77BA,SLF,4.55,5,INTEGRATED,ARA,PNS
1667,PDR,NS,1,N77BA,SLF,23.1,23.15,INTEGRATED,ARA,PNS
1668,PDR,NS,1,N77BA,SLF,0.1,0.15,INTEGRATED,ARA,PNS
1669,PDR,NS,1,N77BA,SLF,1.1,1.15,INTEGRATED,ARA,PNS
1670,PDR,NS,1,N77BA,SLF,2.1,2.3,INTEGRATED,ARA,PNS
1671,PDR,NS,1,N77BA,SLF,3.25,3.3,INTEGRATED,ARA,PNS
